Date,State,StateAbbreviation,NumberOfFloods
2007-10-01,South Carolina,SC,2
2007-11-01,South Carolina,SC,0
2007-12-01,South Carolina,SC,0
2008-01-01,South Carolina,SC,0
2008-02-01,South Carolina,SC,0
2008-03-01,South Carolina,SC,0
2008-04-01,South Carolina,SC,1
2008-05-01,South Carolina,SC,1
2008-06-01,South Carolina,SC,2
2008-07-01,South Carolina,SC,5
2008-08-01,South Carolina,SC,13
2008-09-01,South Carolina,SC,10
2008-10-01,South Carolina,SC,16
2008-11-01,South Carolina,SC,0
2008-12-01,South Carolina,SC,0
2009-01-01,South Carolina,SC,0
2009-02-01,South Carolina,SC,0
2009-03-01,South Carolina,SC,0
2009-04-01,South Carolina,SC,0
2009-05-01,South Carolina,SC,7
2009-06-01,South Carolina,SC,52
2009-07-01,South Carolina,SC,20
2009-08-01,South Carolina,SC,4
2009-09-01,South Carolina,SC,4
2009-10-01,South Carolina,SC,0
2009-11-01,South Carolina,SC,4
2009-12-01,South Carolina,SC,32
2010-01-01,South Carolina,SC,15
2010-02-01,South Carolina,SC,6
2010-03-01,South Carolina,SC,0
2010-04-01,South Carolina,SC,0
2010-05-01,South Carolina,SC,4
2010-06-01,South Carolina,SC,4
2010-07-01,South Carolina,SC,6
2010-08-01,South Carolina,SC,7
2010-09-01,South Carolina,SC,4
2010-10-01,South Carolina,SC,2
2010-11-01,South Carolina,SC,0
2010-12-01,South Carolina,SC,0
2011-01-01,South Carolina,SC,0
2011-02-01,South Carolina,SC,0
2011-03-01,South Carolina,SC,0
2011-04-01,South Carolina,SC,0
2011-05-01,South Carolina,SC,0
2011-06-01,South Carolina,SC,0
2011-07-01,South Carolina,SC,3
2011-08-01,South Carolina,SC,10
2011-09-01,South Carolina,SC,5
2011-10-01,South Carolina,SC,0
2011-11-01,South Carolina,SC,0
2011-12-01,South Carolina,SC,0
2012-01-01,South Carolina,SC,0
2012-02-01,South Carolina,SC,0
2012-03-01,South Carolina,SC,1
2012-04-01,South Carolina,SC,0
2012-05-01,South Carolina,SC,18
2012-06-01,South Carolina,SC,12
2012-07-01,South Carolina,SC,6
2012-08-01,South Carolina,SC,30
2012-09-01,South Carolina,SC,17
2012-10-01,South Carolina,SC,1
2012-11-01,South Carolina,SC,5
2012-12-01,South Carolina,SC,2
2013-01-01,South Carolina,SC,1
2013-02-01,South Carolina,SC,3
2013-03-01,South Carolina,SC,8
2013-04-01,South Carolina,SC,3
2013-05-01,South Carolina,SC,14
2013-06-01,South Carolina,SC,46
2013-07-01,South Carolina,SC,92
2013-08-01,South Carolina,SC,30
2013-09-01,South Carolina,SC,0
2013-10-01,South Carolina,SC,4
2013-11-01,South Carolina,SC,0
2013-12-01,South Carolina,SC,2
2014-01-01,South Carolina,SC,10
2014-02-01,South Carolina,SC,0
2014-03-01,South Carolina,SC,2
2014-04-01,South Carolina,SC,2
2014-05-01,South Carolina,SC,16
2014-06-01,South Carolina,SC,8
2014-07-01,South Carolina,SC,22
2014-08-01,South Carolina,SC,40
2014-09-01,South Carolina,SC,24
2014-10-01,South Carolina,SC,0
2014-11-01,South Carolina,SC,0
2014-12-01,South Carolina,SC,8
2015-01-01,South Carolina,SC,2
2015-02-01,South Carolina,SC,0
2015-03-01,South Carolina,SC,2
2015-04-01,South Carolina,SC,4
2015-05-01,South Carolina,SC,2
2015-06-01,South Carolina,SC,44
2015-07-01,South Carolina,SC,8
2015-08-01,South Carolina,SC,50
2015-09-01,South Carolina,SC,56
2015-10-01,South Carolina,SC,219
2015-11-01,South Carolina,SC,11
2015-12-01,South Carolina,SC,29
2016-01-01,South Carolina,SC,1
2016-02-01,South Carolina,SC,2
2016-03-01,South Carolina,SC,0
2016-04-01,South Carolina,SC,0
2016-05-01,South Carolina,SC,20
2016-06-01,South Carolina,SC,14
2016-07-01,South Carolina,SC,1
2016-08-01,South Carolina,SC,9
2016-09-01,South Carolina,SC,20
2016-10-01,South Carolina,SC,59
2016-11-01,South Carolina,SC,0
2016-12-01,South Carolina,SC,0
2017-01-01,South Carolina,SC,0
2017-02-01,South Carolina,SC,0
2017-03-01,South Carolina,SC,1
2017-04-01,South Carolina,SC,29
2017-05-01,South Carolina,SC,11
2017-06-01,South Carolina,SC,8
2017-07-01,South Carolina,SC,36
2017-08-01,South Carolina,SC,2
2017-09-01,South Carolina,SC,5
2017-10-01,South Carolina,SC,0
2017-11-01,South Carolina,SC,0
2017-12-01,South Carolina,SC,0
2018-01-01,South Carolina,SC,0
2018-02-01,South Carolina,SC,0
2018-03-01,South Carolina,SC,0
2018-04-01,South Carolina,SC,0
2018-05-01,South Carolina,SC,8
2018-06-01,South Carolina,SC,2
2018-07-01,South Carolina,SC,3
2018-08-01,South Carolina,SC,4
2018-09-01,South Carolina,SC,41
2018-10-01,South Carolina,SC,0
2018-11-01,South Carolina,SC,11
2018-12-01,South Carolina,SC,10
2019-01-01,South Carolina,SC,0
2019-02-01,South Carolina,SC,2
2019-03-01,South Carolina,SC,0
2019-04-01,South Carolina,SC,4
2019-05-01,South Carolina,SC,1
2019-06-01,South Carolina,SC,3
2019-07-01,South Carolina,SC,0
2019-08-01,South Carolina,SC,12
2019-09-01,South Carolina,SC,6
2019-10-01,South Carolina,SC,0
2019-11-01,South Carolina,SC,0
2019-12-01,South Carolina,SC,10
2020-01-01,South Carolina,SC,1
2020-02-01,South Carolina,SC,20
2020-03-01,South Carolina,SC,0
2020-04-01,South Carolina,SC,0
2020-05-01,South Carolina,SC,24
2020-06-01,South Carolina,SC,6
2020-07-01,South Carolina,SC,11
2020-08-01,South Carolina,SC,8
2020-09-01,South Carolina,SC,60
2020-10-01,South Carolina,SC,4
2020-11-01,South Carolina,SC,11
2020-12-01,South Carolina,SC,2
2021-01-01,South Carolina,SC,0
2021-02-01,South Carolina,SC,0
2021-03-01,South Carolina,SC,0
2021-04-01,South Carolina,SC,0
2021-05-01,South Carolina,SC,0
2021-06-01,South Carolina,SC,0
2021-07-01,South Carolina,SC,0
2021-08-01,South Carolina,SC,0
2021-09-01,South Carolina,SC,0
2021-10-01,South Carolina,SC,0
2021-11-01,South Carolina,SC,0
2021-12-01,South Carolina,SC,0
2006-01-01,South Dakota,SD,0
2006-02-01,South Dakota,SD,0
2006-03-01,South Dakota,SD,0
2006-04-01,South Dakota,SD,0
2006-05-01,South Dakota,SD,0
2006-06-01,South Dakota,SD,0
2006-07-01,South Dakota,SD,0
2006-08-01,South Dakota,SD,0
2006-09-01,South Dakota,SD,0
2006-10-01,South Dakota,SD,0
2006-11-01,South Dakota,SD,0
2006-12-01,South Dakota,SD,0
2007-01-01,South Dakota,SD,0
2007-02-01,South Dakota,SD,0
2007-03-01,South Dakota,SD,18
2007-04-01,South Dakota,SD,8
2007-05-01,South Dakota,SD,42
2007-06-01,South Dakota,SD,33
2007-07-01,South Dakota,SD,3
2007-08-01,South Dakota,SD,19
2007-09-01,South Dakota,SD,1
2007-10-01,South Dakota,SD,0
2007-11-01,South Dakota,SD,0
2007-12-01,South Dakota,SD,0
2008-01-01,South Dakota,SD,0
2008-02-01,South Dakota,SD,0
2008-03-01,South Dakota,SD,0
2008-04-01,South Dakota,SD,0
2008-05-01,South Dakota,SD,16
2008-06-01,South Dakota,SD,62
2008-07-01,South Dakota,SD,10
2008-08-01,South Dakota,SD,6
2008-09-01,South Dakota,SD,0
2008-10-01,South Dakota,SD,0
2008-11-01,South Dakota,SD,0
2008-12-01,South Dakota,SD,0
2009-01-01,South Dakota,SD,0
2009-02-01,South Dakota,SD,7
2009-03-01,South Dakota,SD,24
2009-04-01,South Dakota,SD,22
2009-05-01,South Dakota,SD,9
2009-06-01,South Dakota,SD,20
2009-07-01,South Dakota,SD,29
2009-08-01,South Dakota,SD,12
2009-09-01,South Dakota,SD,4
2009-10-01,South Dakota,SD,1
2009-11-01,South Dakota,SD,1
2009-12-01,South Dakota,SD,1
2010-01-01,South Dakota,SD,0
2010-02-01,South Dakota,SD,0
2010-03-01,South Dakota,SD,49
2010-04-01,South Dakota,SD,18
2010-05-01,South Dakota,SD,22
2010-06-01,South Dakota,SD,61
2010-07-01,South Dakota,SD,43
2010-08-01,South Dakota,SD,27
2010-09-01,South Dakota,SD,28
2010-10-01,South Dakota,SD,7
2010-11-01,South Dakota,SD,0
2010-12-01,South Dakota,SD,0
2011-01-01,South Dakota,SD,0
2011-02-01,South Dakota,SD,6
2011-03-01,South Dakota,SD,62
2011-04-01,South Dakota,SD,44
2011-05-01,South Dakota,SD,49
2011-06-01,South Dakota,SD,71
2011-07-01,South Dakota,SD,52
2011-08-01,South Dakota,SD,23
2011-09-01,South Dakota,SD,11
2011-10-01,South Dakota,SD,2
2011-11-01,South Dakota,SD,2
2011-12-01,South Dakota,SD,2
2012-01-01,South Dakota,SD,1
2012-02-01,South Dakota,SD,0
2012-03-01,South Dakota,SD,0
2012-04-01,South Dakota,SD,0
2012-05-01,South Dakota,SD,15
2012-06-01,South Dakota,SD,6
2012-07-01,South Dakota,SD,1
2012-08-01,South Dakota,SD,0
2012-09-01,South Dakota,SD,0
2012-10-01,South Dakota,SD,0
2012-11-01,South Dakota,SD,0
2012-12-01,South Dakota,SD,0
2013-01-01,South Dakota,SD,0
2013-02-01,South Dakota,SD,0
2013-03-01,South Dakota,SD,0
2013-04-01,South Dakota,SD,0
2013-05-01,South Dakota,SD,19
2013-06-01,South Dakota,SD,16
2013-07-01,South Dakota,SD,8
2013-08-01,South Dakota,SD,6
2013-09-01,South Dakota,SD,8
2013-10-01,South Dakota,SD,16
2013-11-01,South Dakota,SD,0
2013-12-01,South Dakota,SD,0
2014-01-01,South Dakota,SD,0
2014-02-01,South Dakota,SD,0
2014-03-01,South Dakota,SD,14
2014-04-01,South Dakota,SD,2
2014-05-01,South Dakota,SD,20
2014-06-01,South Dakota,SD,116
2014-07-01,South Dakota,SD,2
2014-08-01,South Dakota,SD,32
2014-09-01,South Dakota,SD,0
2014-10-01,South Dakota,SD,0
2014-11-01,South Dakota,SD,0
2014-12-01,South Dakota,SD,0
2015-01-01,South Dakota,SD,0
2015-02-01,South Dakota,SD,0
2015-03-01,South Dakota,SD,0
2015-04-01,South Dakota,SD,0
2015-05-01,South Dakota,SD,42
2015-06-01,South Dakota,SD,62
2015-07-01,South Dakota,SD,28
2015-08-01,South Dakota,SD,8
2015-09-01,South Dakota,SD,2
2015-10-01,South Dakota,SD,1
2015-11-01,South Dakota,SD,0
2015-12-01,South Dakota,SD,0
2016-01-01,South Dakota,SD,0
2016-02-01,South Dakota,SD,0
2016-03-01,South Dakota,SD,0
2016-04-01,South Dakota,SD,0
2016-05-01,South Dakota,SD,9
2016-06-01,South Dakota,SD,2
2016-07-01,South Dakota,SD,8
2016-08-01,South Dakota,SD,4
2016-09-01,South Dakota,SD,6
2016-10-01,South Dakota,SD,0
2016-11-01,South Dakota,SD,0
2016-12-01,South Dakota,SD,1
2017-01-01,South Dakota,SD,0
2017-02-01,South Dakota,SD,0
2017-03-01,South Dakota,SD,1
2017-04-01,South Dakota,SD,0
2017-05-01,South Dakota,SD,0
2017-06-01,South Dakota,SD,0
2017-07-01,South Dakota,SD,0
2017-08-01,South Dakota,SD,13
2017-09-01,South Dakota,SD,1
2017-10-01,South Dakota,SD,0
2017-11-01,South Dakota,SD,0
2017-12-01,South Dakota,SD,0
2018-01-01,South Dakota,SD,0
2018-02-01,South Dakota,SD,0
2018-03-01,South Dakota,SD,2
2018-04-01,South Dakota,SD,5
2018-05-01,South Dakota,SD,26
2018-06-01,South Dakota,SD,39
2018-07-01,South Dakota,SD,46
2018-08-01,South Dakota,SD,14
2018-09-01,South Dakota,SD,25
2018-10-01,South Dakota,SD,0
2018-11-01,South Dakota,SD,3
2018-12-01,South Dakota,SD,0
2019-01-01,South Dakota,SD,0
2019-02-01,South Dakota,SD,0
2019-03-01,South Dakota,SD,361
2019-04-01,South Dakota,SD,91
2019-05-01,South Dakota,SD,160
2019-06-01,South Dakota,SD,112
2019-07-01,South Dakota,SD,67
2019-08-01,South Dakota,SD,55
2019-09-01,South Dakota,SD,107
2019-10-01,South Dakota,SD,36
2019-11-01,South Dakota,SD,34
2019-12-01,South Dakota,SD,16
2020-01-01,South Dakota,SD,14
2020-02-01,South Dakota,SD,14
2020-03-01,South Dakota,SD,86
2020-04-01,South Dakota,SD,70
2020-05-01,South Dakota,SD,32
2020-06-01,South Dakota,SD,109
2020-07-01,South Dakota,SD,63
2020-08-01,South Dakota,SD,4
2020-09-01,South Dakota,SD,1
2020-10-01,South Dakota,SD,0
2020-11-01,South Dakota,SD,0
2020-12-01,South Dakota,SD,0
2021-01-01,South Dakota,SD,0
2021-02-01,South Dakota,SD,0
2021-03-01,South Dakota,SD,0
2021-04-01,South Dakota,SD,0
2021-05-01,South Dakota,SD,0
2021-06-01,South Dakota,SD,0
2021-07-01,South Dakota,SD,0
2021-08-01,South Dakota,SD,0
2021-09-01,South Dakota,SD,0
2021-10-01,South Dakota,SD,0
2021-11-01,South Dakota,SD,0
2021-12-01,South Dakota,SD,0
2006-01-01,Tennessee,TN,0
2006-02-01,Tennessee,TN,0
2006-03-01,Tennessee,TN,0
2006-04-01,Tennessee,TN,0
2006-05-01,Tennessee,TN,0
2006-06-01,Tennessee,TN,0
2006-07-01,Tennessee,TN,0
2006-08-01,Tennessee,TN,0
2006-09-01,Tennessee,TN,0
2006-10-01,Tennessee,TN,0
2006-11-01,Tennessee,TN,0
2006-12-01,Tennessee,TN,0
2007-01-01,Tennessee,TN,0
2007-02-01,Tennessee,TN,2
2007-03-01,Tennessee,TN,0
2007-04-01,Tennessee,TN,0
2007-05-01,Tennessee,TN,0
2007-06-01,Tennessee,TN,3
2007-07-01,Tennessee,TN,2
2007-08-01,Tennessee,TN,3
2007-09-01,Tennessee,TN,0
2007-10-01,Tennessee,TN,2
2007-11-01,Tennessee,TN,2
2007-12-01,Tennessee,TN,0
2008-01-01,Tennessee,TN,17
2008-02-01,Tennessee,TN,0
2008-03-01,Tennessee,TN,8
2008-04-01,Tennessee,TN,14
2008-05-01,Tennessee,TN,14
2008-06-01,Tennessee,TN,2
2008-07-01,Tennessee,TN,1
2008-08-01,Tennessee,TN,8
2008-09-01,Tennessee,TN,0
2008-10-01,Tennessee,TN,0
2008-11-01,Tennessee,TN,0
2008-12-01,Tennessee,TN,5
2009-01-01,Tennessee,TN,0
2009-02-01,Tennessee,TN,0
2009-03-01,Tennessee,TN,1
2009-04-01,Tennessee,TN,11
2009-05-01,Tennessee,TN,62
2009-06-01,Tennessee,TN,11
2009-07-01,Tennessee,TN,29
2009-08-01,Tennessee,TN,7
2009-09-01,Tennessee,TN,100
2009-10-01,Tennessee,TN,1
2009-11-01,Tennessee,TN,0
2009-12-01,Tennessee,TN,14
2010-01-01,Tennessee,TN,7
2010-02-01,Tennessee,TN,0
2010-03-01,Tennessee,TN,2
2010-04-01,Tennessee,TN,8
2010-05-01,Tennessee,TN,94
2010-06-01,Tennessee,TN,22
2010-07-01,Tennessee,TN,16
2010-08-01,Tennessee,TN,24
2010-09-01,Tennessee,TN,1
2010-10-01,Tennessee,TN,0
2010-11-01,Tennessee,TN,7
2010-12-01,Tennessee,TN,0
2011-01-01,Tennessee,TN,4
2011-02-01,Tennessee,TN,26
2011-03-01,Tennessee,TN,1
2011-04-01,Tennessee,TN,30
2011-05-01,Tennessee,TN,10
2011-06-01,Tennessee,TN,11
2011-07-01,Tennessee,TN,7
2011-08-01,Tennessee,TN,0
2011-09-01,Tennessee,TN,10
2011-10-01,Tennessee,TN,0
2011-11-01,Tennessee,TN,8
2011-12-01,Tennessee,TN,11
2012-01-01,Tennessee,TN,4
2012-02-01,Tennessee,TN,0
2012-03-01,Tennessee,TN,7
2012-04-01,Tennessee,TN,5
2012-05-01,Tennessee,TN,1
2012-06-01,Tennessee,TN,7
2012-07-01,Tennessee,TN,12
2012-08-01,Tennessee,TN,15
2012-09-01,Tennessee,TN,15
2012-10-01,Tennessee,TN,1
2012-11-01,Tennessee,TN,0
2012-12-01,Tennessee,TN,0
2013-01-01,Tennessee,TN,42
2013-02-01,Tennessee,TN,0
2013-03-01,Tennessee,TN,0
2013-04-01,Tennessee,TN,26
2013-05-01,Tennessee,TN,17
2013-06-01,Tennessee,TN,8
2013-07-01,Tennessee,TN,26
2013-08-01,Tennessee,TN,9
2013-09-01,Tennessee,TN,6
2013-10-01,Tennessee,TN,0
2013-11-01,Tennessee,TN,0
2013-12-01,Tennessee,TN,6
2014-01-01,Tennessee,TN,1
2014-02-01,Tennessee,TN,7
2014-03-01,Tennessee,TN,2
2014-04-01,Tennessee,TN,14
2014-05-01,Tennessee,TN,0
2014-06-01,Tennessee,TN,52
2014-07-01,Tennessee,TN,16
2014-08-01,Tennessee,TN,48
2014-09-01,Tennessee,TN,18
2014-10-01,Tennessee,TN,14
2014-11-01,Tennessee,TN,0
2014-12-01,Tennessee,TN,0
2015-01-01,Tennessee,TN,2
2015-02-01,Tennessee,TN,6
2015-03-01,Tennessee,TN,4
2015-04-01,Tennessee,TN,10
2015-05-01,Tennessee,TN,18
2015-06-01,Tennessee,TN,14
2015-07-01,Tennessee,TN,40
2015-08-01,Tennessee,TN,6
2015-09-01,Tennessee,TN,0
2015-10-01,Tennessee,TN,2
2015-11-01,Tennessee,TN,1
2015-12-01,Tennessee,TN,36
2016-01-01,Tennessee,TN,0
2016-02-01,Tennessee,TN,12
2016-03-01,Tennessee,TN,31
2016-04-01,Tennessee,TN,0
2016-05-01,Tennessee,TN,13
2016-06-01,Tennessee,TN,12
2016-07-01,Tennessee,TN,8
2016-08-01,Tennessee,TN,4
2016-09-01,Tennessee,TN,0
2016-10-01,Tennessee,TN,0
2016-11-01,Tennessee,TN,1
2016-12-01,Tennessee,TN,0
2017-01-01,Tennessee,TN,0
2017-02-01,Tennessee,TN,0
2017-03-01,Tennessee,TN,21
2017-04-01,Tennessee,TN,37
2017-05-01,Tennessee,TN,16
2017-06-01,Tennessee,TN,12
2017-07-01,Tennessee,TN,35
2017-08-01,Tennessee,TN,26
2017-09-01,Tennessee,TN,0
2017-10-01,Tennessee,TN,5
2017-11-01,Tennessee,TN,24
2017-12-01,Tennessee,TN,12
2018-01-01,Tennessee,TN,0
2018-02-01,Tennessee,TN,117
2018-03-01,Tennessee,TN,32
2018-04-01,Tennessee,TN,6
2018-05-01,Tennessee,TN,25
2018-06-01,Tennessee,TN,27
2018-07-01,Tennessee,TN,9
2018-08-01,Tennessee,TN,6
2018-09-01,Tennessee,TN,18
2018-10-01,Tennessee,TN,0
2018-11-01,Tennessee,TN,18
2018-12-01,Tennessee,TN,7
2019-01-01,Tennessee,TN,0
2019-02-01,Tennessee,TN,230
2019-03-01,Tennessee,TN,6
2019-04-01,Tennessee,TN,1
2019-05-01,Tennessee,TN,1
2019-06-01,Tennessee,TN,16
2019-07-01,Tennessee,TN,18
2019-08-01,Tennessee,TN,10
2019-09-01,Tennessee,TN,0
2019-10-01,Tennessee,TN,0
2019-11-01,Tennessee,TN,0
2019-12-01,Tennessee,TN,32
2020-01-01,Tennessee,TN,2
2020-02-01,Tennessee,TN,39
2020-03-01,Tennessee,TN,21
2020-04-01,Tennessee,TN,12
2020-05-01,Tennessee,TN,2
2020-06-01,Tennessee,TN,5
2020-07-01,Tennessee,TN,22
2020-08-01,Tennessee,TN,22
2020-09-01,Tennessee,TN,14
2020-10-01,Tennessee,TN,1
2020-11-01,Tennessee,TN,1
2020-12-01,Tennessee,TN,0
2021-01-01,Tennessee,TN,0
2021-02-01,Tennessee,TN,0
2021-03-01,Tennessee,TN,0
2021-04-01,Tennessee,TN,0
2021-05-01,Tennessee,TN,0
2021-06-01,Tennessee,TN,0
2021-07-01,Tennessee,TN,0
2021-08-01,Tennessee,TN,0
2021-09-01,Tennessee,TN,0
2021-10-01,Tennessee,TN,0
2021-11-01,Tennessee,TN,0
2021-12-01,Tennessee,TN,0
2006-01-01,Texas,TX,0
2006-02-01,Texas,TX,0
2006-03-01,Texas,TX,0
2006-04-01,Texas,TX,0
2006-05-01,Texas,TX,0
2006-06-01,Texas,TX,0
2006-07-01,Texas,TX,0
2006-08-01,Texas,TX,0
2006-09-01,Texas,TX,0
2006-10-01,Texas,TX,94
2006-11-01,Texas,TX,4
2006-12-01,Texas,TX,11
2007-01-01,Texas,TX,45
2007-02-01,Texas,TX,4
2007-03-01,Texas,TX,172
2007-04-01,Texas,TX,44
2007-05-01,Texas,TX,269
2007-06-01,Texas,TX,274
2007-07-01,Texas,TX,371
2007-08-01,Texas,TX,94
2007-09-01,Texas,TX,48
2007-10-01,Texas,TX,13
2007-11-01,Texas,TX,6
2007-12-01,Texas,TX,1
2008-01-01,Texas,TX,0
2008-02-01,Texas,TX,0
2008-03-01,Texas,TX,38
2008-04-01,Texas,TX,30
2008-05-01,Texas,TX,32
2008-06-01,Texas,TX,22
2008-07-01,Texas,TX,12
2008-08-01,Texas,TX,56
2008-09-01,Texas,TX,15
2008-10-01,Texas,TX,6
2008-11-01,Texas,TX,9
2008-12-01,Texas,TX,0
2009-01-01,Texas,TX,1
2009-02-01,Texas,TX,0
2009-03-01,Texas,TX,0
2009-04-01,Texas,TX,86
2009-05-01,Texas,TX,94
2009-06-01,Texas,TX,46
2009-07-01,Texas,TX,36
2009-08-01,Texas,TX,10
2009-09-01,Texas,TX,52
2009-10-01,Texas,TX,168
2009-11-01,Texas,TX,14
2009-12-01,Texas,TX,11
2010-01-01,Texas,TX,19
2010-02-01,Texas,TX,3
2010-03-01,Texas,TX,1
2010-04-01,Texas,TX,59
2010-05-01,Texas,TX,51
2010-06-01,Texas,TX,90
2010-07-01,Texas,TX,52
2010-08-01,Texas,TX,12
2010-09-01,Texas,TX,105
2010-10-01,Texas,TX,3
2010-11-01,Texas,TX,1
2010-12-01,Texas,TX,0
2011-01-01,Texas,TX,2
2011-02-01,Texas,TX,0
2011-03-01,Texas,TX,1
2011-04-01,Texas,TX,4
2011-05-01,Texas,TX,18
2011-06-01,Texas,TX,0
2011-07-01,Texas,TX,5
2011-08-01,Texas,TX,7
2011-09-01,Texas,TX,1
2011-10-01,Texas,TX,8
2011-11-01,Texas,TX,0
2011-12-01,Texas,TX,0
2012-01-01,Texas,TX,11
2012-02-01,Texas,TX,25
2012-03-01,Texas,TX,86
2012-04-01,Texas,TX,23
2012-05-01,Texas,TX,49
2012-06-01,Texas,TX,15
2012-07-01,Texas,TX,44
2012-08-01,Texas,TX,13
2012-09-01,Texas,TX,33
2012-10-01,Texas,TX,1
2012-11-01,Texas,TX,0
2012-12-01,Texas,TX,0
2013-01-01,Texas,TX,5
2013-02-01,Texas,TX,1
2013-03-01,Texas,TX,0
2013-04-01,Texas,TX,14
2013-05-01,Texas,TX,52
2013-06-01,Texas,TX,33
2013-07-01,Texas,TX,11
2013-08-01,Texas,TX,6
2013-09-01,Texas,TX,132
2013-10-01,Texas,TX,168
2013-11-01,Texas,TX,12
2013-12-01,Texas,TX,0
2014-01-01,Texas,TX,0
2014-02-01,Texas,TX,0
2014-03-01,Texas,TX,0
2014-04-01,Texas,TX,28
2014-05-01,Texas,TX,150
2014-06-01,Texas,TX,141
2014-07-01,Texas,TX,86
2014-08-01,Texas,TX,20
2014-09-01,Texas,TX,214
2014-10-01,Texas,TX,22
2014-11-01,Texas,TX,18
2014-12-01,Texas,TX,0
2015-01-01,Texas,TX,6
2015-02-01,Texas,TX,0
2015-03-01,Texas,TX,64
2015-04-01,Texas,TX,188
2015-05-01,Texas,TX,1060
2015-06-01,Texas,TX,296
2015-07-01,Texas,TX,100
2015-08-01,Texas,TX,25
2015-09-01,Texas,TX,18
2015-10-01,Texas,TX,167
2015-11-01,Texas,TX,45
2015-12-01,Texas,TX,98
2016-01-01,Texas,TX,0
2016-02-01,Texas,TX,0
2016-03-01,Texas,TX,65
2016-04-01,Texas,TX,0
2016-05-01,Texas,TX,214
2016-06-01,Texas,TX,122
2016-07-01,Texas,TX,5
2016-08-01,Texas,TX,92
2016-09-01,Texas,TX,40
2016-10-01,Texas,TX,4
2016-11-01,Texas,TX,17
2016-12-01,Texas,TX,3
2017-01-01,Texas,TX,11
2017-02-01,Texas,TX,6
2017-03-01,Texas,TX,17
2017-04-01,Texas,TX,99
2017-05-01,Texas,TX,36
2017-06-01,Texas,TX,51
2017-07-01,Texas,TX,28
2017-08-01,Texas,TX,286
2017-09-01,Texas,TX,30
2017-10-01,Texas,TX,12
2017-11-01,Texas,TX,0
2017-12-01,Texas,TX,5
2018-01-01,Texas,TX,2
2018-02-01,Texas,TX,48
2018-03-01,Texas,TX,30
2018-04-01,Texas,TX,0
2018-05-01,Texas,TX,29
2018-06-01,Texas,TX,46
2018-07-01,Texas,TX,8
2018-08-01,Texas,TX,17
2018-09-01,Texas,TX,193
2018-10-01,Texas,TX,0
2018-11-01,Texas,TX,18
2018-12-01,Texas,TX,49
2019-01-01,Texas,TX,5
2019-02-01,Texas,TX,2
2019-03-01,Texas,TX,2
2019-04-01,Texas,TX,28
2019-05-01,Texas,TX,272
2019-06-01,Texas,TX,55
2019-07-01,Texas,TX,9
2019-08-01,Texas,TX,6
2019-09-01,Texas,TX,51
2019-10-01,Texas,TX,36
2019-11-01,Texas,TX,0
2019-12-01,Texas,TX,0
2020-01-01,Texas,TX,12
2020-02-01,Texas,TX,32
2020-03-01,Texas,TX,18
2020-04-01,Texas,TX,9
2020-05-01,Texas,TX,47
2020-06-01,Texas,TX,59
2020-07-01,Texas,TX,72
2020-08-01,Texas,TX,12
2020-09-01,Texas,TX,40
2020-10-01,Texas,TX,10
2020-11-01,Texas,TX,0
2020-12-01,Texas,TX,2
2021-01-01,Texas,TX,0
2021-02-01,Texas,TX,0
2021-03-01,Texas,TX,0
2021-04-01,Texas,TX,0
2021-05-01,Texas,TX,0
2021-06-01,Texas,TX,0
2021-07-01,Texas,TX,0
2021-08-01,Texas,TX,0
2021-09-01,Texas,TX,0
2021-10-01,Texas,TX,0
2021-11-01,Texas,TX,0
2021-12-01,Texas,TX,0
2006-01-01,Utah,UT,0
2006-02-01,Utah,UT,0
2006-03-01,Utah,UT,0
2006-04-01,Utah,UT,0
2006-05-01,Utah,UT,0
2006-06-01,Utah,UT,0
2006-07-01,Utah,UT,0
2006-08-01,Utah,UT,0
2006-09-01,Utah,UT,0
2006-10-01,Utah,UT,12
2006-11-01,Utah,UT,0
2006-12-01,Utah,UT,0
2007-01-01,Utah,UT,0
2007-02-01,Utah,UT,0
2007-03-01,Utah,UT,0
2007-04-01,Utah,UT,0
2007-05-01,Utah,UT,0
2007-06-01,Utah,UT,0
2007-07-01,Utah,UT,14
2007-08-01,Utah,UT,18
2007-09-01,Utah,UT,7
2007-10-01,Utah,UT,0
2007-11-01,Utah,UT,0
2007-12-01,Utah,UT,2
2008-01-01,Utah,UT,1
2008-02-01,Utah,UT,0
2008-03-01,Utah,UT,0
2008-04-01,Utah,UT,0
2008-05-01,Utah,UT,0
2008-06-01,Utah,UT,0
2008-07-01,Utah,UT,12
2008-08-01,Utah,UT,16
2008-09-01,Utah,UT,1
2008-10-01,Utah,UT,0
2008-11-01,Utah,UT,0
2008-12-01,Utah,UT,0
2009-01-01,Utah,UT,0
2009-02-01,Utah,UT,0
2009-03-01,Utah,UT,0
2009-04-01,Utah,UT,0
2009-05-01,Utah,UT,4
2009-06-01,Utah,UT,5
2009-07-01,Utah,UT,2
2009-08-01,Utah,UT,1
2009-09-01,Utah,UT,1
2009-10-01,Utah,UT,0
2009-11-01,Utah,UT,0
2009-12-01,Utah,UT,0
2010-01-01,Utah,UT,0
2010-02-01,Utah,UT,0
2010-03-01,Utah,UT,0
2010-04-01,Utah,UT,0
2010-05-01,Utah,UT,0
2010-06-01,Utah,UT,2
2010-07-01,Utah,UT,21
2010-08-01,Utah,UT,38
2010-09-01,Utah,UT,5
